Recency,Frequency,MonetaryValue,Cluster,Segment
15,2,468.26,0,Potential Loyalists
16,4,1614.91,0,Potential Loyalists
160,2,588.22,3,At Risk/Lost
242,1,309.52,3,At Risk/Lost
218,1,134.7,3,At Risk/Lost
44,8,2182.28,0,Potential Loyalists
20,4,668.5600000000001,0,Potential Loyalists
126,8,889.9300000000001,0,Potential Loyalists
38,1,108.98,0,Potential Loyalists
120,2,1021.58,0,Potential Loyalists
259,1,409.57,3,At Risk/Lost
9,1,133.5,0,Potential Loyalists
273,1,282.93,3,At Risk/Lost
164,1,51.0,3,At Risk/Lost
156,4,1078.96,0,Potential Loyalists
214,1,90.6,3,At Risk/Lost
5,2,163.62,0,Potential Loyalists
365,1,174.4,3,At Risk/Lost
79,2,701.23,0,Potential Loyalists
42,1,225.77,0,Potential Loyalists
18,3,912.18,0,Potential Loyalists
31,4,2128.23,0,Potential Loyalists
21,1,161.2,0,Potential Loyalists
108,8,3590.15,0,Potential Loyalists
7,16,9261.52,2,Champions
319,1,155.0,3,At Risk/Lost
294,1,100.5,3,At Risk/Lost
357,1,76.55,3,At Risk/Lost
184,1,257.68,3,At Risk/Lost
190,2,617.05,3,At Risk/Lost
43,2,348.1,0,Potential Loyalists
51,1,202.68,0,Potential Loyalists
25,1,605.11,0,Potential Loyalists
37,3,1247.69,0,Potential Loyalists
8,3,202.11,0,Potential Loyalists
296,1,142.4,3,At Risk/Lost
32,3,1770.56,0,Potential Loyalists
9,8,3212.84,0,Potential Loyalists
64,2,1043.46,0,Potential Loyalists
9,9,4652.82,0,Potential Loyalists
217,1,67.95,3,At Risk/Lost
1,9,3507.71,0,Potential Loyalists
64,2,487.99,0,Potential Loyalists
2,19,2509.28,2,Champions
148,1,574.7,3,At Risk/Lost
3,13,3995.32,2,Champions
129,4,1430.45,0,Potential Loyalists
33,6,1465.68,0,Potential Loyalists
118,1,156.75,3,At Risk/Lost
106,6,2088.13,0,Potential Loyalists
10,7,2606.53,0,Potential Loyalists
70,6,1891.69,0,Potential Loyalists
91,9,1105.07,0,Potential Loyalists
310,1,1063.0,3,At Risk/Lost
42,2,770.03,0,Potential Loyalists
361,1,122.7,3,At Risk/Lost
91,7,1441.3,0,Potential Loyalists
0,13,5900.28,2,Champions
21,2,275.42,0,Potential Loyalists
3,3,1937.25,0,Potential Loyalists
10,6,1058.06,0,Potential Loyalists
98,1,387.52,0,Potential Loyalists
56,2,813.11,0,Potential Loyalists
0,6,4263.64,0,Potential Loyalists
217,1,265.2,3,At Risk/Lost
17,1,322.08,0,Potential Loyalists
23,10,4229.67,0,Potential Loyalists
49,2,363.34,0,Potential Loyalists
6,5,1244.83,0,Potential Loyalists
302,1,470.36,3,At Risk/Lost
9,6,2255.51,0,Potential Loyalists
21,6,1372.8,0,Potential Loyalists
98,1,89.06,0,Potential Loyalists
365,1,63.0,3,At Risk/Lost
305,1,131.9,3,At Risk/Lost
319,1,2661.24,3,At Risk/Lost
7,5,2357.6800000000003,0,Potential Loyalists
0,4,1712.89,0,Potential Loyalists
204,2,1589.82,3,At Risk/Lost
53,4,1420.2,0,Potential Loyalists
0,4,1039.58,0,Potential Loyalists
18,5,1163.23,0,Potential Loyalists
8,2,375.35,0,Potential Loyalists
18,4,907.1,0,Potential Loyalists
180,3,483.25,3,At Risk/Lost
59,2,662.59,0,Potential Loyalists
10,2,264.44,0,Potential Loyalists
189,1,119.93,3,At Risk/Lost
4,9,3062.4,0,Potential Loyalists
310,1,113.64,3,At Risk/Lost
154,1,1837.92,3,At Risk/Lost
109,3,392.58,0,Potential Loyalists
147,3,2103.06,0,Potential Loyalists
65,11,2004.02,0,Potential Loyalists
97,3,529.62,0,Potential Loyalists
246,3,1058.62,3,At Risk/Lost
28,7,2272.4,0,Potential Loyalists
17,4,598.76,0,Potential Loyalists
11,2,461.19,0,Potential Loyalists
103,8,1936.84,0,Potential Loyalists
73,2,234.34000000000003,0,Potential Loyalists
45,1,547.66,0,Potential Loyalists
71,3,925.85,0,Potential Loyalists
256,1,215.7,3,At Risk/Lost
19,4,1309.6,0,Potential Loyalists
253,2,316.25,3,At Risk/Lost
10,1,279.05,0,Potential Loyalists
164,2,636.51,3,At Risk/Lost
17,6,1924.15,0,Potential Loyalists
281,1,137.1,3,At Risk/Lost
49,1,321.92,0,Potential Loyalists
38,1,165.75,0,Potential Loyalists
26,6,1196.33,0,Potential Loyalists
67,1,939.48,0,Potential Loyalists
206,1,463.38,3,At Risk/Lost
174,2,340.93,3,At Risk/Lost
6,5,2383.24,0,Potential Loyalists
25,1,139.56,0,Potential Loyalists
50,2,123.8,0,Potential Loyalists
311,2,538.8100000000001,3,At Risk/Lost
308,1,475.37,3,At Risk/Lost
42,5,1957.32,0,Potential Loyalists
25,3,815.32,0,Potential Loyalists
87,3,356.85,0,Potential Loyalists
183,2,251.21,3,At Risk/Lost
19,11,2470.67,0,Potential Loyalists
2,6,3543.26,0,Potential Loyalists
46,4,673.26,0,Potential Loyalists
16,8,5905.64,2,Champions
16,5,2012.17,0,Potential Loyalists
23,6,1383.18,0,Potential Loyalists
21,2,276.42,0,Potential Loyalists
10,5,1314.81,0,Potential Loyalists
187,2,275.28,3,At Risk/Lost
206,2,317.35,3,At Risk/Lost
60,3,1055.35,0,Potential Loyalists
17,6,2102.09,0,Potential Loyalists
32,2,330.45,0,Potential Loyalists
63,1,174.37,0,Potential Loyalists
1,2,270.6,0,Potential Loyalists
23,4,974.54,0,Potential Loyalists
107,1,241.09,0,Potential Loyalists
31,9,1867.68,0,Potential Loyalists
19,9,4230.2,0,Potential Loyalists
2,55,8508.82,2,Champions
36,1,364.22,0,Potential Loyalists
59,3,620.04,0,Potential Loyalists
25,6,2818.81,0,Potential Loyalists
235,4,932.85,3,At Risk/Lost
24,7,1583.72,0,Potential Loyalists
2,18,4447.05,2,Champions
59,3,2864.19,0,Potential Loyalists
259,1,171.8,3,At Risk/Lost
57,1,355.56,0,Potential Loyalists
64,2,388.25,0,Potential Loyalists
15,2,537.48,0,Potential Loyalists
9,3,996.26,0,Potential Loyalists
58,8,1461.65,0,Potential Loyalists
185,1,103.25,3,At Risk/Lost
28,16,3630.33,2,Champions
23,2,1920.77,0,Potential Loyalists
4,5,2578.09,0,Potential Loyalists
3,8,4007.54,0,Potential Loyalists
150,2,652.8,3,At Risk/Lost
310,1,289.24,3,At Risk/Lost
10,2,765.62,0,Potential Loyalists
17,2,186.23,0,Potential Loyalists
151,1,165.07,3,At Risk/Lost
18,5,859.27,0,Potential Loyalists
9,4,2381.04,0,Potential Loyalists
56,2,324.14,0,Potential Loyalists
84,1,788.38,0,Potential Loyalists
6,20,2086.57,2,Champions
75,3,1080.76,0,Potential Loyalists
3,18,5074.77,2,Champions
95,4,3099.12,0,Potential Loyalists
56,2,1530.36,0,Potential Loyalists
0,1,227.39,0,Potential Loyalists
280,2,218.06,3,At Risk/Lost
2,7,2832.84,0,Potential Loyalists
179,9,1653.42,0,Potential Loyalists
371,1,35.400000000000006,3,At Risk/Lost
12,4,859.71,0,Potential Loyalists
2,1,168.63,0,Potential Loyalists
16,1,138.6,0,Potential Loyalists
40,1,114.11,0,Potential Loyalists
5,5,1052.55,0,Potential Loyalists
168,4,1042.26,3,At Risk/Lost
49,1,157.05,0,Potential Loyalists
276,1,237.36,3,At Risk/Lost
18,9,1601.14,0,Potential Loyalists
371,1,39.75,3,At Risk/Lost
14,4,1447.14,0,Potential Loyalists
34,3,570.46,0,Potential Loyalists
21,3,617.99,0,Potential Loyalists
6,2,379.83,0,Potential Loyalists
19,6,1740.6,0,Potential Loyalists
10,2,883.15,0,Potential Loyalists
43,1,221.97,0,Potential Loyalists
305,1,393.33,3,At Risk/Lost
10,1,213.96,0,Potential Loyalists
0,93,12156.65,2,Champions
15,11,8844.54,2,Champions
3,4,1785.15,0,Potential Loyalists
242,3,406.08,3,At Risk/Lost
8,3,553.44,0,Potential Loyalists
245,1,394.44,3,At Risk/Lost
205,2,412.78,3,At Risk/Lost
0,5,1788.36,0,Potential Loyalists
184,1,320.58000000000004,3,At Risk/Lost
31,5,889.25,0,Potential Loyalists
56,2,225.85,0,Potential Loyalists
195,2,899.63,3,At Risk/Lost
23,4,2791.27,0,Potential Loyalists
90,2,671.96,0,Potential Loyalists
3,2,959.01,0,Potential Loyalists
50,3,1006.98,0,Potential Loyalists
262,1,114.56,3,At Risk/Lost
265,1,344.90000000000003,3,At Risk/Lost
35,2,609.85,0,Potential Loyalists
50,1,443.6,0,Potential Loyalists
51,6,2984.49,0,Potential Loyalists
23,6,2125.08,0,Potential Loyalists
21,1,110.46,0,Potential Loyalists
58,1,96.12,0,Potential Loyalists
169,2,693.8100000000001,3,At Risk/Lost
67,2,830.76,0,Potential Loyalists
156,2,597.09,3,At Risk/Lost
1,65,150288.0,1,Champions
200,1,243.22,3,At Risk/Lost
4,4,1387.05,0,Potential Loyalists
66,2,654.6,0,Potential Loyalists
76,1,114.18,0,Potential Loyalists
0,7,1947.55,0,Potential Loyalists
7,4,1932.23,0,Potential Loyalists
168,2,291.05,3,At Risk/Lost
17,4,848.22,0,Potential Loyalists
4,2,247.15,0,Potential Loyalists
8,9,2529.93,0,Potential Loyalists
86,2,285.74,0,Potential Loyalists
26,1,107.95,0,Potential Loyalists
28,4,771.17,0,Potential Loyalists
19,2,637.89,0,Potential Loyalists
60,5,1835.7,0,Potential Loyalists
23,1,195.25,0,Potential Loyalists
10,25,9180.72,2,Champions
241,3,1269.99,3,At Risk/Lost
279,2,411.53,3,At Risk/Lost
234,2,765.55,3,At Risk/Lost
2,5,1736.4,0,Potential Loyalists
15,1,604.75,0,Potential Loyalists
30,6,2259.4,0,Potential Loyalists
24,16,25633.61,2,Champions
70,3,498.95,0,Potential Loyalists
187,2,52.0,3,At Risk/Lost
25,5,1236.28,0,Potential Loyalists
106,1,549.18,0,Potential Loyalists
7,21,5580.47,2,Champions
208,1,112.8,3,At Risk/Lost
43,2,371.7,0,Potential Loyalists
30,5,2114.33,0,Potential Loyalists
136,4,591.55,0,Potential Loyalists
264,1,172.9,3,At Risk/Lost
3,7,2078.95,0,Potential Loyalists
217,2,188.61,3,At Risk/Lost
1,5,1250.76,0,Potential Loyalists
213,1,109.13,3,At Risk/Lost
31,3,2235.3,0,Potential Loyalists
10,9,2549.37,0,Potential Loyalists
0,17,3292.14,2,Champions
14,1,318.17,0,Potential Loyalists
10,9,1546.91,0,Potential Loyalists
198,1,179.0,3,At Risk/Lost
2,3,988.13,0,Potential Loyalists
14,13,4921.04,2,Champions
13,4,606.13,0,Potential Loyalists
9,11,2868.8,0,Potential Loyalists
28,3,917.07,0,Potential Loyalists
8,11,2666.36,0,Potential Loyalists
23,1,79.55,0,Potential Loyalists
24,4,867.38,0,Potential Loyalists
42,2,279.28,0,Potential Loyalists
1,5,1602.13,0,Potential Loyalists
5,3,663.81,0,Potential Loyalists
146,1,187.92,3,At Risk/Lost
9,6,1158.3,0,Potential Loyalists
24,1,640.08,0,Potential Loyalists
273,1,268.58,3,At Risk/Lost
373,1,313.49,3,At Risk/Lost
0,8,2005.06,0,Potential Loyalists
46,3,380.02,0,Potential Loyalists
7,8,2702.49,0,Potential Loyalists
15,12,9585.91,2,Champions
3,32,6065.69,2,Champions
3,3,1164.55,0,Potential Loyalists
42,7,1314.45,0,Potential Loyalists
3,7,3132.84,0,Potential Loyalists
196,3,1448.21,3,At Risk/Lost
11,6,1306.74,0,Potential Loyalists
15,7,1099.98,0,Potential Loyalists
112,5,1220.26,0,Potential Loyalists
248,1,328.2,3,At Risk/Lost
28,5,1415.75,0,Potential Loyalists
43,1,180.84,0,Potential Loyalists
86,1,563.15,0,Potential Loyalists
44,2,638.05,0,Potential Loyalists
9,11,5010.28,2,Champions
14,1,738.96,0,Potential Loyalists
74,1,420.5,0,Potential Loyalists
144,4,1484.06,0,Potential Loyalists
4,3,1625.97,0,Potential Loyalists
296,1,89.2,3,At Risk/Lost
58,2,255.9,0,Potential Loyalists
263,1,300.52,3,At Risk/Lost
46,1,278.3,0,Potential Loyalists
28,3,254.11,0,Potential Loyalists
7,6,2473.37,0,Potential Loyalists
16,2,192.6,0,Potential Loyalists
2,8,10509.75,2,Champions
231,2,876.42,3,At Risk/Lost
111,1,139.26,3,At Risk/Lost
57,3,1011.9,0,Potential Loyalists
50,11,2538.3,0,Potential Loyalists
126,2,730.86,0,Potential Loyalists
280,3,386.15,3,At Risk/Lost
54,2,447.68,0,Potential Loyalists
319,1,200.1,3,At Risk/Lost
25,2,289.99,0,Potential Loyalists
9,2,77.4,0,Potential Loyalists
6,2,679.4399999999999,0,Potential Loyalists
28,1,197.64,0,Potential Loyalists
16,4,745.06,0,Potential Loyalists
63,1,6.2,0,Potential Loyalists
20,1,228.99,0,Potential Loyalists
2,7,1319.91,0,Potential Loyalists
165,1,131.45000000000002,3,At Risk/Lost
0,17,8022.49,2,Champions
52,3,173.74,0,Potential Loyalists
50,1,157.7,0,Potential Loyalists
47,12,4325.34,0,Potential Loyalists
60,1,193.14,0,Potential Loyalists
161,3,845.55,3,At Risk/Lost
8,1,353.27,0,Potential Loyalists
14,4,554.65,0,Potential Loyalists
74,1,193.39,0,Potential Loyalists
39,8,2702.29,0,Potential Loyalists
40,11,2087.88,0,Potential Loyalists
369,2,155.43,3,At Risk/Lost
36,2,778.5,0,Potential Loyalists
196,1,271.85,3,At Risk/Lost
199,2,1110.34,3,At Risk/Lost
73,3,657.8,0,Potential Loyalists
63,2,272.07,0,Potential Loyalists
20,4,507.29,0,Potential Loyalists
366,1,48.8,3,At Risk/Lost
179,3,321.43,3,At Risk/Lost
9,4,1127.71,0,Potential Loyalists
3,12,2226.91,0,Potential Loyalists
196,3,1354.72,3,At Risk/Lost
28,4,697.55,0,Potential Loyalists
52,1,197.13,0,Potential Loyalists
17,6,1720.3,0,Potential Loyalists
9,3,102.45,0,Potential Loyalists
89,4,1640.86,0,Potential Loyalists
267,1,62.85,3,At Risk/Lost
52,6,3295.76,0,Potential Loyalists
43,4,2824.69,0,Potential Loyalists
63,4,2831.81,0,Potential Loyalists
148,1,309.4,3,At Risk/Lost
21,25,7851.34,2,Champions
311,1,325.75,3,At Risk/Lost
22,2,511.35,0,Potential Loyalists
57,6,2836.69,0,Potential Loyalists
23,2,475.8,0,Potential Loyalists
77,7,2759.83,0,Potential Loyalists
118,2,645.65,0,Potential Loyalists
35,3,1311.38,0,Potential Loyalists
59,2,1173.12,0,Potential Loyalists
12,4,1353.74,0,Potential Loyalists
18,1,170.32,0,Potential Loyalists
51,1,125.79,0,Potential Loyalists
25,2,841.1999999999999,0,Potential Loyalists
28,1,266.76,0,Potential Loyalists
6,2,52.2,0,Potential Loyalists
10,11,9407.98,2,Champions
185,3,710.28,3,At Risk/Lost
2,8,2953.59,0,Potential Loyalists
8,2,725.7,0,Potential Loyalists
261,1,327.25,3,At Risk/Lost
2,4,522.38,0,Potential Loyalists
209,1,519.68,3,At Risk/Lost
107,2,1465.3200000000002,0,Potential Loyalists
12,9,1485.54,0,Potential Loyalists
76,3,706.19,0,Potential Loyalists
19,1,255.4,0,Potential Loyalists
26,2,589.7,0,Potential Loyalists
18,6,761.59,0,Potential Loyalists
131,1,664.52,3,At Risk/Lost
252,1,364.8,3,At Risk/Lost
78,1,72.0,0,Potential Loyalists
206,1,369.2,3,At Risk/Lost
335,1,135.9,3,At Risk/Lost
253,1,125.65,3,At Risk/Lost
147,2,554.38,3,At Risk/Lost
9,2,1237.85,0,Potential Loyalists
84,1,655.75,0,Potential Loyalists
7,20,11073.91,2,Champions
204,2,468.77,3,At Risk/Lost
7,4,1366.38,0,Potential Loyalists
22,6,1122.08,0,Potential Loyalists
10,9,1421.29,0,Potential Loyalists
25,1,332.66,0,Potential Loyalists
20,5,2810.63,0,Potential Loyalists
1,2,913.12,0,Potential Loyalists
157,2,616.15,3,At Risk/Lost
2,7,3501.1,0,Potential Loyalists
73,1,277.8,0,Potential Loyalists
2,4,434.35,0,Potential Loyalists
0,198,129618.84,1,Champions
16,2,811.6899999999999,0,Potential Loyalists
35,4,1227.43,0,Potential Loyalists
90,2,307.48,0,Potential Loyalists
70,4,1268.98,0,Potential Loyalists
115,2,1610.15,0,Potential Loyalists
212,2,977.77,3,At Risk/Lost
29,2,1316.07,0,Potential Loyalists
50,1,749.1,0,Potential Loyalists
245,1,310.05,3,At Risk/Lost
31,1,223.88,0,Potential Loyalists
108,3,2372.86,0,Potential Loyalists
4,5,1257.68,0,Potential Loyalists
365,1,363.53,3,At Risk/Lost
81,2,1890.94,0,Potential Loyalists
296,1,1520.16,3,At Risk/Lost
33,8,8137.02,2,Champions
56,3,1621.88,0,Potential Loyalists
29,12,5900.25,2,Champions
13,1,100.9,0,Potential Loyalists
71,2,290.82,0,Potential Loyalists
22,6,1101.97,0,Potential Loyalists
18,1,371.2,0,Potential Loyalists
78,1,311.69,0,Potential Loyalists
59,11,7535.49,2,Champions
24,1,289.82,0,Potential Loyalists
11,1,336.17,0,Potential Loyalists
252,1,58.49,3,At Risk/Lost
146,3,499.68,3,At Risk/Lost
63,4,695.42,0,Potential Loyalists
7,2,221.27,0,Potential Loyalists
10,9,7044.68,2,Champions
270,1,126.7,3,At Risk/Lost
9,5,1487.8,0,Potential Loyalists
246,1,206.21,3,At Risk/Lost
95,2,599.0,0,Potential Loyalists
14,1,191.32,0,Potential Loyalists
49,1,463.8,0,Potential Loyalists
29,1,147.59,0,Potential Loyalists
67,4,1592.06,0,Potential Loyalists
34,3,1116.57,0,Potential Loyalists
127,1,114.77,3,At Risk/Lost
106,3,1314.45,0,Potential Loyalists
36,1,114.39,0,Potential Loyalists
56,1,279.94,0,Potential Loyalists
56,7,790.86,0,Potential Loyalists
71,5,1931.42,0,Potential Loyalists
245,1,102.12,3,At Risk/Lost
18,2,213.27,0,Potential Loyalists
197,2,296.75,3,At Risk/Lost
15,2,326.4,0,Potential Loyalists
211,1,334.54,3,At Risk/Lost
38,2,233.23,0,Potential Loyalists
45,3,455.48,0,Potential Loyalists
169,2,429.87,3,At Risk/Lost
47,1,490.52,0,Potential Loyalists
115,4,1641.76,0,Potential Loyalists
146,1,1246.32,3,At Risk/Lost
15,28,6316.57,2,Champions
50,1,502.09,0,Potential Loyalists
158,1,156.91,3,At Risk/Lost
11,3,1261.78,0,Potential Loyalists
35,1,308.94,0,Potential Loyalists
53,2,423.04,0,Potential Loyalists
42,2,260.17,0,Potential Loyalists
172,1,170.04,3,At Risk/Lost
33,1,125.58,0,Potential Loyalists
38,3,496.21,0,Potential Loyalists
266,1,266.0,3,At Risk/Lost
8,9,1914.82,0,Potential Loyalists
11,4,905.04,0,Potential Loyalists
2,11,6802.76,2,Champions
9,10,1661.33,0,Potential Loyalists
32,1,377.01,0,Potential Loyalists
79,3,469.0,0,Potential Loyalists
30,4,916.15,0,Potential Loyalists
7,4,627.13,0,Potential Loyalists
71,2,423.48,0,Potential Loyalists
3,4,668.14,0,Potential Loyalists
255,3,3639.1,3,At Risk/Lost
4,10,2586.67,0,Potential Loyalists
15,8,4308.61,0,Potential Loyalists
89,1,252.73,0,Potential Loyalists
71,3,465.55,0,Potential Loyalists
58,6,705.49,0,Potential Loyalists
9,47,19511.24,2,Champions
169,1,180.35,3,At Risk/Lost
198,1,135.93,3,At Risk/Lost
30,1,537.0,0,Potential Loyalists
18,17,7700.23,2,Champions
151,2,735.66,3,At Risk/Lost
8,15,4509.69,2,Champions
269,1,343.62,3,At Risk/Lost
64,4,384.05,0,Potential Loyalists
273,1,121.17000000000002,3,At Risk/Lost
24,3,1782.09,0,Potential Loyalists
22,3,1305.81,0,Potential Loyalists
318,1,215.78,3,At Risk/Lost
4,3,697.79,0,Potential Loyalists
11,2,302.1,0,Potential Loyalists
274,2,1489.5,3,At Risk/Lost
24,11,2124.99,0,Potential Loyalists
40,9,1337.72,0,Potential Loyalists
7,4,303.09,0,Potential Loyalists
3,47,34218.9,1,Champions
70,4,987.86,0,Potential Loyalists
212,1,370.8,3,At Risk/Lost
37,4,3158.13,0,Potential Loyalists
52,1,893.59,0,Potential Loyalists
77,3,1744.76,0,Potential Loyalists
45,2,553.36,0,Potential Loyalists
178,1,1109.53,3,At Risk/Lost
372,1,106.2,3,At Risk/Lost
93,2,982.07,0,Potential Loyalists
9,3,1043.41,0,Potential Loyalists
104,1,748.87,0,Potential Loyalists
77,1,722.63,0,Potential Loyalists
172,1,880.85,3,At Risk/Lost
6,32,9743.11,2,Champions
212,4,895.61,3,At Risk/Lost
21,5,504.8,0,Potential Loyalists
256,1,88.2,3,At Risk/Lost
281,1,246.46,3,At Risk/Lost
20,2,1160.07,0,Potential Loyalists
9,6,2420.84,0,Potential Loyalists
307,1,381.32,3,At Risk/Lost
67,1,480.71,0,Potential Loyalists
214,2,457.81,3,At Risk/Lost
17,6,3957.9,0,Potential Loyalists
103,4,1370.6,0,Potential Loyalists
42,1,219.39,0,Potential Loyalists
3,1,248.08,0,Potential Loyalists
181,1,297.0,3,At Risk/Lost
83,1,410.48,0,Potential Loyalists
333,3,876.0,3,At Risk/Lost
8,2,317.53,0,Potential Loyalists
30,2,703.36,0,Potential Loyalists
196,2,1027.44,3,At Risk/Lost
17,7,2298.93,0,Potential Loyalists
17,5,1422.52,0,Potential Loyalists
310,6,319.5,3,At Risk/Lost
141,4,1300.25,0,Potential Loyalists
245,1,484.95,3,At Risk/Lost
23,4,996.1,0,Potential Loyalists
28,3,1567.48,0,Potential Loyalists
9,3,3525.81,0,Potential Loyalists
29,10,2760.56,0,Potential Loyalists
17,1,340.11,0,Potential Loyalists
17,4,1352.75,0,Potential Loyalists
14,5,1199.78,0,Potential Loyalists
245,1,266.4,3,At Risk/Lost
133,1,358.82,3,At Risk/Lost
49,2,457.72,0,Potential Loyalists
113,3,1633.78,0,Potential Loyalists
6,2,2199.31,0,Potential Loyalists
22,2,184.19,0,Potential Loyalists
24,15,10888.64,2,Champions
65,1,406.53,0,Potential Loyalists
59,4,1471.0,0,Potential Loyalists
49,11,3343.72,0,Potential Loyalists
169,1,330.11,3,At Risk/Lost
17,5,977.93,0,Potential Loyalists
127,3,982.42,0,Potential Loyalists
14,8,1387.99,0,Potential Loyalists
238,1,139.05,3,At Risk/Lost
2,4,1286.7,0,Potential Loyalists
239,2,178.96,3,At Risk/Lost
51,7,2224.65,0,Potential Loyalists
45,1,498.74,0,Potential Loyalists
225,1,259.45,3,At Risk/Lost
7,17,6580.44,2,Champions
3,4,1194.73,0,Potential Loyalists
164,2,1327.16,3,At Risk/Lost
239,1,623.5,3,At Risk/Lost
10,1,301.29,0,Potential Loyalists
133,1,520.8000000000001,3,At Risk/Lost
16,10,5314.47,2,Champions
9,13,4745.69,2,Champions
30,1,329.25,0,Potential Loyalists
74,1,296.42,0,Potential Loyalists
0,3,961.49,0,Potential Loyalists
3,3,1936.07,0,Potential Loyalists
44,1,401.4,0,Potential Loyalists
1,30,18641.01,2,Champions
356,1,158.16,3,At Risk/Lost
17,2,304.47,0,Potential Loyalists
68,3,843.05,0,Potential Loyalists
372,1,487.75,3,At Risk/Lost
320,1,163.0,3,At Risk/Lost
25,1,106.56,0,Potential Loyalists
330,1,1289.5,3,At Risk/Lost
8,5,1624.05,0,Potential Loyalists
322,1,135.75,3,At Risk/Lost
71,1,224.14,0,Potential Loyalists
259,1,40.5,3,At Risk/Lost
17,5,2042.79,0,Potential Loyalists
366,1,87.5,3,At Risk/Lost
65,3,689.4799999999999,0,Potential Loyalists
153,2,622.85,3,At Risk/Lost
28,2,406.76,0,Potential Loyalists
69,1,310.62,0,Potential Loyalists
13,2,411.41,0,Potential Loyalists
1,16,4712.38,2,Champions
0,41,14627.47,2,Champions
119,3,1044.32,0,Potential Loyalists
60,1,499.32,0,Potential Loyalists
2,15,7249.53,2,Champions
10,3,1079.61,0,Potential Loyalists
91,2,193.64,0,Potential Loyalists
58,4,1268.7,0,Potential Loyalists
86,5,1236.54,0,Potential Loyalists
25,6,1827.8,0,Potential Loyalists
356,1,316.58,3,At Risk/Lost
84,2,653.24,0,Potential Loyalists
9,4,420.3,0,Potential Loyalists
0,5,870.12,0,Potential Loyalists
224,1,331.18,3,At Risk/Lost
59,2,894.4100000000001,0,Potential Loyalists
240,1,101.8,3,At Risk/Lost
318,2,328.35,3,At Risk/Lost
1,8,1661.44,0,Potential Loyalists
46,3,734.94,0,Potential Loyalists
87,1,96.6,0,Potential Loyalists
10,11,4708.89,2,Champions
175,1,305.75,3,At Risk/Lost
51,6,1709.36,0,Potential Loyalists
365,1,403.25,3,At Risk/Lost
318,1,585.0,3,At Risk/Lost
225,2,755.75,3,At Risk/Lost
357,2,322.08,3,At Risk/Lost
233,1,409.4,3,At Risk/Lost
310,1,154.41,3,At Risk/Lost
36,5,1219.4,0,Potential Loyalists
65,4,3084.31,0,Potential Loyalists
238,2,429.6,3,At Risk/Lost
112,2,612.06,0,Potential Loyalists
276,1,197.0,3,At Risk/Lost
217,12,2247.51,0,Potential Loyalists
298,1,321.05,3,At Risk/Lost
1,4,1412.32,0,Potential Loyalists
28,3,1071.99,0,Potential Loyalists
9,2,780.59,0,Potential Loyalists
44,5,1706.57,0,Potential Loyalists
66,8,1756.44,0,Potential Loyalists
73,1,316.68,0,Potential Loyalists
64,2,631.57,0,Potential Loyalists
133,3,2515.84,0,Potential Loyalists
237,2,514.15,3,At Risk/Lost
121,1,356.0,3,At Risk/Lost
31,13,6688.46,2,Champions
8,10,9000.99,2,Champions
35,2,740.78,0,Potential Loyalists
15,5,918.2,0,Potential Loyalists
126,1,300.36,3,At Risk/Lost
66,1,890.85,0,Potential Loyalists
148,1,98.45,3,At Risk/Lost
282,1,317.15,3,At Risk/Lost
168,2,623.16,3,At Risk/Lost
99,7,1810.77,0,Potential Loyalists
134,1,254.82,3,At Risk/Lost
323,1,178.95000000000002,3,At Risk/Lost
106,1,156.51,0,Potential Loyalists
63,1,393.74,0,Potential Loyalists
150,2,1506.12,3,At Risk/Lost
337,1,119.3,3,At Risk/Lost
21,5,1315.6,0,Potential Loyalists
23,1,408.8,0,Potential Loyalists
15,7,1726.69,0,Potential Loyalists
6,15,2507.07,2,Champions
56,2,721.94,0,Potential Loyalists
3,2,681.77,0,Potential Loyalists
37,1,615.14,0,Potential Loyalists
65,1,135.31,0,Potential Loyalists
46,1,255.9,0,Potential Loyalists
354,1,290.51,3,At Risk/Lost
171,1,113.12,3,At Risk/Lost
58,9,2332.15,0,Potential Loyalists
49,1,240.55,0,Potential Loyalists
21,2,414.69,0,Potential Loyalists
42,5,2306.52,0,Potential Loyalists
28,3,939.78,0,Potential Loyalists
4,18,7793.46,2,Champions
25,14,4272.3,2,Champions
200,1,180.94,3,At Risk/Lost
50,6,3672.86,0,Potential Loyalists
9,3,641.94,0,Potential Loyalists
1,11,3809.9,0,Potential Loyalists
371,1,527.85,3,At Risk/Lost
63,1,496.44,0,Potential Loyalists
50,11,4447.85,0,Potential Loyalists
289,1,574.02,3,At Risk/Lost
60,8,694.4000000000001,0,Potential Loyalists
63,3,1174.35,0,Potential Loyalists
95,1,205.3,0,Potential Loyalists
273,1,310.47,3,At Risk/Lost
0,91,56056.48,1,Champions
74,4,924.85,0,Potential Loyalists
109,1,52.0,3,At Risk/Lost
198,1,327.97,3,At Risk/Lost
63,2,570.5,0,Potential Loyalists
326,1,165.0,3,At Risk/Lost
3,1,312.62,0,Potential Loyalists
283,1,204.5,3,At Risk/Lost
43,1,197.53,0,Potential Loyalists
70,3,2748.31,0,Potential Loyalists
85,1,679.68,0,Potential Loyalists
103,1,162.29,0,Potential Loyalists
333,1,311.71,3,At Risk/Lost
52,1,208.75,0,Potential Loyalists
38,3,1049.7,0,Potential Loyalists
31,2,250.56,0,Potential Loyalists
365,4,1661.06,3,At Risk/Lost
